1,0,0,
2,0,0
2,1,-1
2,2,-1
2,3,-1
2,4,-1
2,5,-1
2,6,-1
2,7,-1
2,8,-1
1,1,1,
2,0,0
2,1,1
2,2,-1
2,3,-1
2,4,-1
2,5,-1
2,6,-1
2,7,-1
2,8,-1
1,0,5,
2,0,0
2,1,1
2,2,-1
2,3,-1
2,4,-1
2,5,0
2,6,-1
2,7,-1
2,8,-1
1,1,4,
2,0,0
2,1,1
2,2,-1
2,3,-1
2,4,1
2,5,0
2,6,-1
2,7,-1
2,8,-1
1,0,8,
2,0,0
2,1,1
2,2,-1
2,3,-1
2,4,1
2,5,0
2,6,-1
2,7,-1
2,8,0
1,1,7,
2,0,0
2,1,1
2,2,-1
2,3,-1
2,4,1
2,5,0
2,6,-1
2,7,1
2,8,0
